id,regdate,first_name,last_name,email_address,homephone,street,city,state,zipcode
1370,1/21/09 14:01,Bartosz,Yu,hqpeach@jumpstartlab.com,(585)732-2000,210 wilson commons,Rochester,NY,14627
1377,1/21/09 14:27,Justin,Hering,cbisb014@jumpstartlab.com,(716)868-4000,main st,Geneseo,NY,14454
1379,1/21/09 14:32,Dave,Haugh,iesha_leon@jumpstartlab.com,(585)576-0000,44 avon rd,Geneseo,NY,14454
1386,1/21/09 15:01,Eli,Hull,ofichardson86@jumpstartlab.com,(503)440-2000,416 hudson street apt. 2,Ithaca,NY,14850
1393,1/21/09 15:34,Elizabeth,Levene,wjrunasso@jumpstartlab.com,(303)653-2000,601 first st,Ithaca,NY,14850
1395,1/21/09 15:38,Leah,Zhou,iqcleery.10@jumpstartlab.com,(303)653-2000,601 first st,Ithaca,NY,14850
1398,1/21/09 15:41,Rose,11,boerman@jumpstartlab.com,(303)653-2000,601 first st,Ithaca,NY,14850
1400,1/21/09 15:44,John,White,jlex.vlasic@jumpstartlab.com,(303)653-2000,601 first st,Ithaca,NY,14850
1402,1/21/09 15:47,Josie,Whaley-tobin,ra@jumpstartlab.com,(303)653-2000,601 first st,Ithaca,NY,14850
1404,1/21/09 15:49,Patrick,Geager,skh1@jumpstartlab.com,(303)653-2000,601 first st,Ithaca,NY,14850
1407,1/21/09 15:51,Pilar,Koch,onbplace@jumpstartlab.com,(303)653-2000,601 first st,Ithaca,NY,14850
1409,1/21/09 15:55,Claire,Kornacki,nmlly3333@jumpstartlab.com,(303)653-2000,601 first st,Ithaca,NY,14850
1413,1/21/09 15:57,Ethan,Hancock,qcrighj@jumpstartlab.com,(303)653-2000,601 first st,Ithaca,NY,14850
1417,1/21/09 16:00,Megan,Burgess,kuiiiiip@jumpstartlab.com,(303)653-2000,601 first st,Ithaca,NY,14850
1490,1/21/09 16:56,Harper,Granovskaya,vnizabeth.hanson@jumpstartlab.com,(215)962-3000,garden apartment 26 5 7 ithaca college,Ithaca,NY,14850
1505,1/21/09 17:18,John,Dolstad,evff.bessette@jumpstartlab.com,(716)400-1000,8345 clarnew dr.,East amherst,NY,14051
1515,1/21/09 17:56,Krystin,Gongwer,xqczepanski.amy@jumpstartlab.com,(347)631-7000,105b 14th st,Troy,NY,12180
1530,1/21/09 18:19,X,Palley,btapstickandbutterflys@jumpstartlab.com,(973)270-7000,953 danby rd. ithaca college garden apartment 5-1,Ithaca,NY,14850
1563,1/21/09 18:54,Eliza,Consroe,otavison@jumpstartlab.com,(972)672-6000,townhouse d5b1,Ithaca,NY,14853
1594,1/21/09 19:10,Jamie,Syndor,rmmalley@jumpstartlab.com,(401)413-2000,204 e 7th st,New york,NY,10009
1600,1/21/09 19:12,Mary,Grant,ogtedtle@jumpstartlab.com,(716)861-9000,405 w green st,Ithaca,NY,14850
1624,1/21/09 19:33,Rochelle,Lichti,qpantu1@jumpstartlab.com,(802)363-1000,23 romoda drive cmr #1090 slu,Canton,NY,13617
1628,1/21/09 19:35,John,Venegas,renielgr@jumpstartlab.com,(607)592-0000,881 boswick,Ithaca,NY,14850
1632,1/21/09 19:38,Matt,Webster,rdkroll@jumpstartlab.com,(802)318-8000,23 romoda dr,Canton,NY,13617
1638,1/21/09 19:43,Allison,Lang,ldsonfillo@jumpstartlab.com,(716)597-1000,23 romoda dr.,Canton,NY,13617
1639,1/21/09 19:45,Rebecca,Goodlaw-morris,bftonehill@jumpstartlab.com,(845)750-1000,10 clarkson ave,Potsdam,NY,13699
1640,1/21/09 19:47,Mateh,Curtis,atya@jumpstartlab.com,(585)469-0000,10 clarkson ave,Potsdam,NY,13699
1643,1/21/09 19:49,Max,Smile,ltbe.schwartzman@jumpstartlab.com,(267)374-8000,10 clarkson ave,Potsdam,NY,13699
1648,1/21/09 19:53,Ian,Wallace,rylson.ging@jumpstartlab.com,(508)479-7000,23 romoda drive slu cmr 1406,Canton,NY,13617
1649,1/21/09 19:55,Meryn,Soper,ueofeng@jumpstartlab.com,(631)965-9000,10 clarkson avenue- box 3870,Potsdam,NY,13699
1654,1/21/09 19:59,Lindsey,Metevier,au3771a@jumpstartlab.com,(508)479-7000,23 romoda drive slu 1081,Canton,NY,13617
1655,1/21/09 20:01,Matthew,Defrancisco,qabjast@jumpstartlab.com,(518)322-8000,po box 3583,Potsdam,NY,13699
1660,1/21/09 20:08,John,Copenhaver,oteastes@jumpstartlab.com,(631)357-6000,426 5th street,East northport,NY,11731
1661,1/21/09 20:08,Sarah,Brunton,vkrolyn@jumpstartlab.com,(802)839-6000,10 clarkson ave.,Potsdam,NY,05669
1683,1/21/09 20:18,Kelly,Berry,le5rf04@jumpstartlab.com,(716)954-3000,10 clarkson ave,Potsdam,NY,13699
1684,1/21/09 20:19,Rob,Frye,xlefat@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 2013,Canton,NY,13617
1689,1/21/09 20:21,Nick,Shafman,ixchellezimmer@jumpstartlab.com,(518)322-5000,516 university ave apt a5,Ithaca,NY,14850
1693,1/21/09 20:22,I,Moore,liiggeneach@jumpstartlab.com,(518)810-4000,10 clarkson ave,Potsdam,NY,13699
1699,1/21/09 20:24,Alyse,Brown,edernandez09@jumpstartlab.com,(518)810-4000,10 clarkson ave,Potsdam,NY,13699
1706,1/21/09 20:26,Rachel,Smith,tfe@jumpstartlab.com,(716)462-0000,"box 5056, 10 macvittie circle",Geneseo,NY,14454
1708,1/21/09 20:28,Kyle,Harvey,ceurafriedman@jumpstartlab.com,(315)378-3000,10 clarkson ave,Potsdam,NY,13699
1714,1/21/09 20:32,Margaret,Lamoy,gldesha07@jumpstartlab.com,(716)462-9000,10 clarkson ave,Potsdam,NY,13699
1720,1/21/09 20:34,Jonathan,Shott,lfodine@jumpstartlab.com,(315)261-0000,10 clarkson ave,Potsdam,NY,13699
1721,1/21/09 20:35,Kate,Garcia jr.,pls6@jumpstartlab.com,(631)327-0000,5531 cottonwood drive,Conesus,NY,14435
1726,1/21/09 20:37,Taylor,Anderson,ngpotter@jumpstartlab.com,(518)281-8000,10 clarkson ave,Potsdam,NY,13699
1732,1/21/09 20:39,Sonia,Holak,tjlly_martin@jumpstartlab.com,(315)212-5000,10 clarkson ave,Potsdam,NY,13699
1741,1/21/09 20:44,Lena,Tesdal,uqhompson07@jumpstartlab.com,(518)637-1000,10 clarkson ave,Potsdam,NY,13699
1754,1/21/09 20:48,David,Andrews,pkw5101@jumpstartlab.com,(646)318-0000,"149 church street, apt 2n",New york,NY,10007
1756,1/21/09 20:49,Jesse,Kramer,vqmcgowen@jumpstartlab.com,(412)760-1000,23 romoda drive cmr 754 slu,Canton,NY,13617
1768,1/21/09 20:53,Kathryn,Brown,teolah1@jumpstartlab.com,(412)760-1000,23 romoda drive cmr 2169 slu,Canton,NY,13617
1856,1/21/09 21:26,Stephanie,Sebasky,oqduceli@jumpstartlab.com,(518)229-0000,"312 terrace 2, ithaca college, 953 danby road",Ithaca,NY,14850
1865,1/21/09 21:30,Rhys,Hart,eberisseb@jumpstartlab.com,(315)734-5000,198 college hill rd.,Clinton,NY,13323
1876,1/21/09 21:35,Clare,Cooper,gm289@jumpstartlab.com,(516)232-1000,12 glenbrook road,Hicksville,NY,11801
1882,1/21/09 21:37,Khari,Kahane,mipphiredragon14@jumpstartlab.com,(518)813-6000,198 college hill rd,Clinton,NY,13323
1885,1/21/09 21:38,Barbara,Dornbush,qoarney@jumpstartlab.com,(603)770-9000,"953 danby road, garden apt. 29-6-2",Ithaca,NY,14850
1895,1/21/09 21:42,Hyejin,Macdonald,kddiayak@jumpstartlab.com,(802)688-9000,198 college hill road,Clinton,NY,13323
1977,1/21/09 22:16,Brendan,Five,vrbooth@jumpstartlab.com,(516)967-7000,10 macvittie circle,Geneseo,NY,14454
2001,1/21/09 22:22,Corinthia,Wong,yslavik3153@jumpstartlab.com,(518)810-9000,10 macvittie circle,Geneseo,NY,14454
2007,1/21/09 22:23,Matthew,Franko,jkbrielle.names@jumpstartlab.com,(845)224-9000,100 enoch crosby rd,Brewster,NY,10509
2043,1/21/09 22:32,Maura,Batley,gqnkeemillennia1@jumpstartlab.com,(415)517-1000,150 triphammer rd,Ithaca,NY,14850
2057,1/21/09 22:35,Amy,Weinberger,vedyaray@jumpstartlab.com,(607)661-0000,90 woodlawn st,Rochester,NY,14607
2113,1/21/09 22:47,Susan,Woodall,kjs8857@jumpstartlab.com,(315)420-9000,10 macvittie circle,Geneseo,NY,14454
2133,1/21/09 22:50,Ladulé,Randazo,kale.aungst@jumpstartlab.com,(631)278-3000,10 macvittie circle,Geneseo,NY,14454
2142,1/21/09 22:51,Sarah,Du,wtslaug06@jumpstartlab.com,(561)358-9000,1g14h jameson hall,Ithaca,NY,14853
2180,1/21/09 22:59,Brendan,Lyle,jsrdner_j@jumpstartlab.com,(201)452-0000,953 danby rd ithaca college circle apartment 17-03,Ithaca,NY,14850
2186,1/21/09 23:01,Eric,Spock,wdke1@jumpstartlab.com,(716)860-6000,"box 4631, 10 macvittie circle",Geneseo,NY,14454
2208,1/21/09 23:08,Kate,Dodson,sdumbum77@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 1409 slu,Canton,NY,13617
2210,1/21/09 23:08,Dante,Smith,xmenngall@jumpstartlab.com,(716)450-4000,8691 e main st,Clymer,NY,14724
2217,1/21/09 23:11,Sara,Tyrrell,wbwoodian@jumpstartlab.com,(716)864-4000,"box 3495, 10 macvittie circle",Geneseo,NY,14454
2224,1/21/09 23:15,Jake,Lowe,hj77014@jumpstartlab.com,(716)308-2000,"box 1695, 10 macvittie circle",Geneseo,NY,14454
2253,1/21/09 23:25,Samantha,Miller-hershon,dwerrant@jumpstartlab.com,(303)886-2000,"216 7th st., apt. 5",Brooklyn,NY,11215
2274,1/21/09 23:32,Megan,Mauhs-pugh,awittany@jumpstartlab.com,(716)517-5000,5450 10 macvittie circle,Geneseo,NY,14454
2281,1/21/09 23:33,Katherine,Halprin,nsv08@jumpstartlab.com,(518)301-5000,10 macvittie circle,Geneseo,NY,14454
2332,1/21/09 23:46,Jessica,Spink,rfoyer@jumpstartlab.com,(518)276-7000,"nason 114, 1999 burdett ave",Troy,NY,12180
2341,1/21/09 23:48,Tyeisha,Zieff,ssteandneil@jumpstartlab.com,(585)472-4000,69 second st,Geneseo,NY,14454
2394,1/22/09 0:02,Matt,Havusha,tpikamorban@jumpstartlab.com,(860)912-9000,2005 15th street,Troy,NY,12180
2413,1/22/09 0:09,Jacob,Johnson,fjwrencetsd@jumpstartlab.com,(516)658-0000,"cooper 2003, 1999 burdett ave",Troy,NY,12180
2414,1/22/09 0:09,Allison,Turner,uyda@jumpstartlab.com,(000)000-0000,nason 112 1999 burdett ave,Troy,NY,12180
2467,1/22/09 0:30,Jogchum,Rossoff,vhsanders@jumpstartlab.com,(240)393-7000,crockett 307 1999 burdett avenue,Troy,NY,12180
2477,1/22/09 0:36,James,Reith,wbilbert@jumpstartlab.com,(240)393-7000,"2150 12th st., 2nd floor",Troy,NY,12180
2486,1/22/09 0:39,Julian,Murdoch,rkmatthews@jumpstartlab.com,(303)908-0000,1999 burdett ave 129 nason,Troy,NY,12180
2514,1/22/09 0:56,Jenna,Grimm,nnu@jumpstartlab.com,(510)290-1000,later,Troy,NY,12180
2520,1/22/09 1:02,Sergio,Bronson,ickrumholz@jumpstartlab.com,(845)943-0000,1999  burdett ave,Troy,NY,12180
2591,1/23/09 14:43,Rachel,Ila,yorlon1.williams@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 1043 slu,Canton,NY,13617
2600,1/23/09 18:30,Stephen,Garland,bhcolette.laume@jumpstartlab.com,(703)915-0000,481 eighth avenue #1809,New york,NY,10001
2607,1/24/09 14:33,Xenia,Kimbrell,htsmith9@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 1357 slu,Canton,NY,13617
2613,1/24/09 17:49,Ellen,Freeland,bjuggan@jumpstartlab.com,(518)605-6000,"box 0090, 10 macvittie circle",Geneseo,NY,14454
2614,1/24/09 17:59,Ashley,Chan,xsianczech@jumpstartlab.com,(585)766-0000,10 macvittie circle,Geneseo,NY,14454
2620,1/25/09 13:05,Molly,Rowan,mumone.phillips@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 1785 slu,Canton,NY,13617
2621,1/25/09 13:42,Sean,Kangas,hrinini823@jumpstartlab.com,(000)000-0000,39 smith st,Hicksville,NY,11801
2623,1/25/09 16:17,Nate,Wallner,dy4@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 1472 slu,Canton,NY,13617
2624,1/25/09 17:19,Brianna,Payton,ymge6reen@jumpstartlab.com,(508)479-7000,23 romoda drive cmr,Canton,NY,13617
2627,1/25/09 21:25,Julie,Kirkhart,pwmiller@jumpstartlab.com,(917)903-9000,272 west 107th st.,New york,NY,10025
2633,1/26/09 0:15,Jessica,Yes,ndstin.kosloff@jumpstartlab.com,(206)229-2000,231 e 55th st box 2,New york,NY,10022
2634,1/26/09 0:49,Jonathon,Burke,kbiteh@jumpstartlab.com,(413)695-2000,613 sterling pl,Brooklyn,NY,11238
2640,1/26/09 13:37,Shilpa,Kokal,maore@jumpstartlab.com,(404)388-5000,1813 hasbrouck apartments,Ithaca,NY,14850
2648,1/26/09 15:52,Kate,Slater,mxhershk@jumpstartlab.com,(617)763-2000,box w5297 colgate university 13 oak drive,Hamilton,NY,13346
2677,1/26/09 22:02,Na'taki,Two,jsia@jumpstartlab.com,(917)455-6000,198 college hill road,Clinton,NY,13323
2717,1/27/09 10:56,Matthew,Downing,rqay@jumpstartlab.com,(248)894-8000,13 oak drive,Hamilton,NY,13346
2722,1/27/09 13:01,Melissa,Perez,gpssica.vandeputte@jumpstartlab.com,(845)800-3000,13 center st.,Geneseo,NY,14454
2752,1/28/09 10:06,Rachael,Kelly,jkronica@jumpstartlab.com,(952)239-4000,157 e 72nd st.,New york,NY,10021
2770,1/28/09 13:51,Christopher,Nunes,bpke10@jumpstartlab.com,(212)730-1000,102 west 38th street,New york,NY,10018
2816,1/28/09 19:42,Melanie,Lui,fdnke3b@jumpstartlab.com,(315)271-4000,52 court st,Geneseo,NY,14454
2818,1/28/09 20:07,Marcie,Powanda,hfitullio325@jumpstartlab.com,(315)269-8000,953 danby rd. terrace 2 rm 107,Ithaca,NY,14850
2823,1/28/09 22:04,Joseph,Charnuska,iaud@jumpstartlab.com,(914)522-0000,110 greenridge ave,White plains,NY,10605
2824,1/28/09 22:28,Bryan,Mackow,odi.blumenstock@jumpstartlab.com,(607)857-5000,7 woods path,Painted post,NY,14870
2828,1/28/09 23:27,Daniel,Nienaber,qr14nv31d3@jumpstartlab.com,(585)520-7000,10 center street,Geneseo,NY,14454
2829,1/28/09 23:56,Benjamin,Mahon,fjvies_k@jumpstartlab.com,(315)224-3000,cpo box 1626,Houghton,NY,14744
2843,1/29/09 10:19,Veronica,Brewer,mqllucinature@jumpstartlab.com,(310)614-4000,"105 w. 55th st, ph3",New york,NY,10019
2849,1/29/09 12:15,Andrea,D'amore,njox@jumpstartlab.com,(715)897-2000,1 willard ave. cpo 561,Houghton,NY,14744
2856,1/29/09 13:30,Daniel,Arvidson,tidrad2002@jumpstartlab.com,(000)000-0000,409 park place,New york,NY,11238
2859,1/29/09 13:55,Caroline,Martinez,yuiths12@jumpstartlab.com,(503)476-2000,450 powell campus ctr.,Alfred,NY,14802
2860,1/29/09 14:03,Courtney,Blomquist,tmd1@jumpstartlab.com,(914)844-9000,1550 powell campus ctr,Alfred,NY,14802
2861,1/29/09 14:08,Ariel,Harb,eq8co01@jumpstartlab.com,(585)991-9000,759 powell campus ctr,Alfred,NY,14802
2862,1/29/09 14:11,Ed,One,blr1700@jumpstartlab.com,(585)730-2000,apt.1 146 st. route 244,Alfred station,NY,14803
2864,1/29/09 14:16,Rachel,Cano,qouraread@jumpstartlab.com,(315)657-5000,56 north main street upper,Alfred,NY,14802
2871,1/29/09 14:40,Cassie,Hadnot,direyes@jumpstartlab.com,(315)264-7000,1112 powell campus ctr.,Alfred,NY,14802
2872,1/29/09 14:41,John,Gallagher,llarunchia001@jumpstartlab.com,(845)988-7000,71-72 162nd st,Fresh meadows,NY,11365
2882,1/29/09 14:56,Andrew,Maak,ona_magali_heureux@jumpstartlab.com,(315)209-9000,1424 powell campus ctr14802,Alfred,NY,14802
2885,1/29/09 15:02,Jesse,Minich-castro,nyrah.wightman@jumpstartlab.com,(203)448-0000,2082 powell campus ctr,Alfred,NY,14802
2890,1/29/09 15:08,Michaella,Doe,pheising@jumpstartlab.com,(614)202-9000,22 church st apt. 4,Alfred,NY,14802
2903,1/29/09 15:25,Emily,Xx,satherine.burrows@jumpstartlab.com,(614)202-9000,829 pcc alfred university,Alfred,NY,14802
2907,1/29/09 15:31,Liz,Wagenknecht,gcefer@jumpstartlab.com,(614)202-9000,1 reynolds street apt. 1,Alfred,NY,14802
2911,1/29/09 15:35,Aj,Savage,jxanda.kisner@jumpstartlab.com,(607)871-2000,84 west unversity st.,Alfred,NY,14802
2913,1/29/09 15:37,Rob,Kennedy,xrdrea_s_gary@jumpstartlab.com,(978)505-9000,13 oak drive,Hamilton,NY,13346
2914,1/29/09 15:39,Abby,Richardson,pdecker@jumpstartlab.com,(845)988-7000,3554 lakeland st,Mohegan lake,NY,10547
2930,1/29/09 17:28,Cody,Navarro,hbdrew.fenster@jumpstartlab.com,(914)251-4000,83 franklin ave,Harrison,NY,10528
2931,1/29/09 17:58,Jessica,Zinger,xnordanner76@jumpstartlab.com,(516)567-3000,11 cary rd,Great neck,NY,11021
2958,1/29/09 20:40,Hans,Mervak,nxostello@jumpstartlab.com,(518)944-0000,"ithaca college - terrace 4, 300b - 953 danby rd.",Ithaca,NY,14850
2993,1/29/09 23:39,Stella,Fellman greene,wpt5071@jumpstartlab.com,(716)597-1000,905 west alaura drive,Alden,NY,14004
2994,1/29/09 23:51,Mike,Herron,nlathasj@jumpstartlab.com,(716)361-6000,13 court st,Geneseo,NY,14454
2996,1/30/09 0:04,Jens,Sulzbach,eqm2@jumpstartlab.com,(315)224-2000,6 hillside drive apt 8,Geneseo,NY,14454
3056,1/30/09 12:10,Elle,Lacey,buones4@jumpstartlab.com,(845)542-7000,735 anderson hill road,Purchase,NY,10577
3063,1/30/09 12:18,Casper,Gruberg,fn2381a@jumpstartlab.com,(845)542-7000,735 anderson hill road,Purchase,NY,10577
3070,1/30/09 12:23,Alex,Zhou,tyatch@jumpstartlab.com,(845)542-7000,735 anderson hill rd.,Purchase,NY,10577
3074,1/30/09 12:27,Robert,Burris,gnistin.wheeler@jumpstartlab.com,(845)542-7000,735 anderson hill rd,Purchase,NY,10577
3081,1/30/09 12:31,Charla,Burke,jypioch777@jumpstartlab.com,(845)542-7000,735 anderson hill rd,Purchase,NY,10577
3085,1/30/09 12:34,Sara,Moore,elchellelukehart@jumpstartlab.com,(845)542-7000,735 anderson hill rd,Purchase,NY,10577
3088,1/30/09 12:38,Jacob,Durkin,saird_h@jumpstartlab.com,(845)542-7000,735 anderson hill rd,Purchase,NY,10577
3094,1/30/09 12:42,Tom,Difranco,yklia@jumpstartlab.com,(845)542-7000,735 anderson hill rd,Purchase,NY,10577
3097,1/30/09 12:44,Jessica,Solly,kan@jumpstartlab.com,(845)542-7000,735 anderson hill rd,Purchase,NY,10577
3101,1/30/09 12:47,Emily,Konkle,oaetty1987@jumpstartlab.com,(845)542-7000,735 anderson hill rd,Purchase,NY,10577
3200,1/30/09 15:10,Rachel,Rivas,stf57@jumpstartlab.com,(845)264-4000,288 ainslie st. basement,Brooklyn,NY,11211
3218,1/30/09 15:23,Sueli,Bulger,qfwissawissa@jumpstartlab.com,(845)224-9000,po box 483,Northport,NY,11768
3253,1/30/09 16:19,Melissa,Gallegos,al8ts03@jumpstartlab.com,(518)810-9000,"box 0899, 10 macvittie circle",Geneseo,NY,14454
3268,1/30/09 16:38,Nicole,Hagen,xspinsk1@jumpstartlab.com,(561)504-1000,155 west 60th street apt 9j1,New york,NY,10023
3277,1/30/09 16:51,Sarah,Wroblewski,stwoods@jumpstartlab.com,(561)504-1000,101 lakeview avenue,Scarsdale,NY,10583
3296,1/30/09 17:10,Emily,Hanson,xirsten_howard@jumpstartlab.com,(917)575-2000,1195 old white plains rd,Mamaroneck,NY,10543
3484,1/31/09 12:21,Brennan,Streng,fwa1@jumpstartlab.com,(845)702-3000,18 barclay st.,Poughkeepsie,NY,12601
3489,1/31/09 13:09,Sam,Tiver,bvhley.schaeffer@jumpstartlab.com,(585)755-5000,214 long acre road,Rochester,NY,14621
3499,1/31/09 14:27,Jennifer,Bigalke,uxeinkin@jumpstartlab.com,(347)247-9000,1772 nostrand ave,Brooklyn,NY,11226
3501,1/31/09 14:34,Nolan,Hall,hwlabby@jumpstartlab.com,(925)766-8000,222 mary donlon hall,Ithaca,NY,14853
3504,1/31/09 14:41,Alayne,Bodeen,rmlia.shaw@jumpstartlab.com,(917)208-0000,228 wait ave #203,Ithaca,NY,14850
3522,1/31/09 15:15,Ferdaouis,Embry,ymdler@jumpstartlab.com,(401)744-1000,330 hofstra university estabrook 407,Hempstead,NY,11549
3531,1/31/09 15:21,Jane,Honaker,rcizasherpa@jumpstartlab.com,(603)997-1000,"340 hofstra university, enterprise 305",Hempstead,NY,11549
3542,1/31/09 15:29,X,Mussleman,ugpayne@jumpstartlab.com,(703)585-0000,1607 carlin place,East meadow,NY,11554
3561,1/31/09 15:41,Ryan,Brunasso,rxchavez@jumpstartlab.com,(703)585-0000,"estabrook 911, 330 hofstra university",Hempstead,NY,11549
3570,1/31/09 15:48,Marea,Gadbury,xchndoe9@jumpstartlab.com,(804)677-5000,287 bedell terrace,West hempstead,NY,11552
3584,1/31/09 15:54,Mansi,Weikle,ikl5@jumpstartlab.com,(804)677-5000,906 constitution hall 320 hofstra university,Hempstead,NY,11549
3596,1/31/09 16:01,Molly,Kay,vbdutton@jumpstartlab.com,(804)677-5000,365 hofstra university,Hempstead,NY,11549
3611,1/31/09 16:11,Sara,Lopez,fwbey.laninga@jumpstartlab.com,(603)973-9000,360 hofstra university,Hempstead,NY,11549
3625,1/31/09 16:24,Maggie,Skiles,ywemis70@jumpstartlab.com,(603)973-9000,28 cornwall lane,Hempstead,NY,11550
3642,1/31/09 16:41,B,Cornwell,wnshun@jumpstartlab.com,(925)522-6000,325 hofstra universty 1111b amsterdam netherlands,Hempstead,NY,11549
3655,1/31/09 16:50,Ezra,Landrum,iknm87@jumpstartlab.com,(516)532-2000,colgate university 13 oak drive box q4534,Hamilton,NY,13346
3664,1/31/09 17:02,Null,Widner,awrc_butcavage@jumpstartlab.com,(516)983-3000,216 piping rock rd,Matinecock,NY,11560
3668,1/31/09 17:13,X,Null,lbsher@jumpstartlab.com,(857)928-3000,hofstra university,Hempstead,NY,11549
3682,1/31/09 17:39,William,Stover,awarties@jumpstartlab.com,(443)285-1000,210 lake st. apt 3a,Ithaca,NY,14850
3695,1/31/09 18:01,Olivia,Safarian,tgra.bemis@jumpstartlab.com,(718)305-4000,"31 union square west, apt 5f",New york,NY,10003
3696,1/31/09 18:03,Nicholas,Nardon,dqerkuile@jumpstartlab.com,(718)305-4000,2918 lerner hall 2920 broadway,New york,NY,10027
3697,1/31/09 18:06,Lilia,Farber,opurnellej@jumpstartlab.com,(718)305-4000,"18 goodwin place, #1r",Brooklyn,NY,11211
3700,1/31/09 18:08,Mikhail,Doyle,xkswer42@jumpstartlab.com,(718)305-4000,1 east 2nd st.,New york,NY,10003
3705,1/31/09 18:12,Cristina,Simpson,qaeatty@jumpstartlab.com,(718)305-4000,34-01 29th street,Astoria,NY,11106
3708,1/31/09 18:15,Robert,Kotlar,enwershift.middlebury@jumpstartlab.com,(718)305-4000,1070 dean street #3,Brooklyn,NY,11216
3714,1/31/09 18:20,Jan-erik,Bentley,fcra.difranco@jumpstartlab.com,(718)305-4000,382 7th avenue apt. 3r,Brooklyn,NY,11215
3719,1/31/09 18:24,Leah,Norton,wpuller@jumpstartlab.com,(718)305-4000,8015 grenfell st apt b17,Kew gardens,NY,11415
3722,1/31/09 18:27,Adrienne,Spector,jcehrt@jumpstartlab.com,(718)305-4000,278 sterling street,Brooklyn,NY,11225
3760,1/31/09 19:08,Mike,Maloney,ahillemsen1@jumpstartlab.com,(434)907-1000,"459 7th ave, apt 1",Brooklyn,NY,11215
3775,1/31/09 19:29,Maria,Byrnes,ihegil@jumpstartlab.com,(631)421-4000,10 watch way,Lloyd harbor,NY,11743
3798,1/31/09 19:54,Catherine,Price,soturzbrite@jumpstartlab.com,(516)557-4000,13 oak drive m4089,Hamilton,NY,13346
3839,1/31/09 20:44,David,Post,ihalpica@jumpstartlab.com,(914)479-9000,"425 e. 25 st., box 694",New york,NY,10010
3893,1/31/09 21:35,Fay,Moriarty,tundoe4@jumpstartlab.com,(408)565-5000,299 mountain rest rd,New paltz,NY,12561
3895,1/31/09 21:36,Elizabeth,Lindabury,eivaks@jumpstartlab.com,(845)323-3000,220 donlon hall,"Ithaca ny, 14853-4501",NY,14853
3899,1/31/09 21:41,Ian,Padron-aguillon,jjethinj@jumpstartlab.com,(914)837-7000,"233b flora rose house, cornell university",Ithaca,NY,14850
3938,1/31/09 22:38,Jaque,Ruskin,axoggo@jumpstartlab.com,(541)740-0000,953 danby rd. garden 25 02-2,Ithaca,NY,14850
3942,1/31/09 22:48,Ashley,Barnard,ysoe15@jumpstartlab.com,(732)503-5000,"660 stewart avenue, rm 308",Ithaca,NY,14850
3986,2/1/09 6:31,Dane,Hodgetts,ajsticalmoose@jumpstartlab.com,(917)753-7000,"1371 linden boulevard, #17c",Brooklyn,NY,11212
4002,2/1/09 9:17,Alexandra,Connery,cwpiwark@jumpstartlab.com,(516)508-2000,box 2578 10 macvittie circle,Geneseo,NY,14454
4003,2/1/09 9:19,Marilyn,Gayle,gprreth@jumpstartlab.com,(914)844-3000,22 pond hill road,Chappaqua,NY,10514
4004,2/1/09 9:26,Shelley,Skuffins,crichelej_04@jumpstartlab.com,(518)429-7000,53 church st. apt. 2a,Saratoga springs,NY,12866
4028,2/1/09 11:38,Yoji,Lau,heonnelly1@jumpstartlab.com,(512)925-1000,13 oak drive,Hamilton,NY,13346
4055,2/1/09 13:10,Glenn,Kelley,dfm244@jumpstartlab.com,(518)729-0000,box 2859 10 macvittie circle,Geneseo,NY,14454
4059,2/1/09 13:23,Emily,Duque,exirangel13@jumpstartlab.com,(310)972-8000,hofstra university,Hempstead,NY,11549
4062,2/1/09 13:33,Stephen,Goldberg,wogrun@jumpstartlab.com,(315)399-8000,"cpo box 571, 1 willard ave",Houghton,NY,14744
4074,2/1/09 13:48,Franklin,Battla,gpnkabell@jumpstartlab.com,(631)922-7000,hofstra university,Hempstead,NY,11549
4080,2/1/09 14:02,Amanda,Neas,ojr1@jumpstartlab.com,(631)355-2000,bu # 14219 po box 6014,Binghamton,NY,13902
4092,2/1/09 14:17,Elizabeth,Brown,adstel_c@jumpstartlab.com,(512)658-6000,box 0954/735 anderson hill road,Purchase,NY,10577
4094,2/1/09 14:21,Alexandra,Kvasnak,dcggie@jumpstartlab.com,(518)727-8000,bu box 14211 po box 6014,Binghamton,NY,13902
4103,2/1/09 14:31,Bianca,Alva,cnlderso@jumpstartlab.com,(914)309-3000,appt 2112c 4710 vestal pkwy e,Vestal,NY,13850
4110,2/1/09 14:36,Brittany,Nakhoda,mredney@jumpstartlab.com,(518)598-3000,bu box 14028 po box 6014,Binghamton,NY,13902
4115,2/1/09 14:40,Jean,Marrie,lfoyle@jumpstartlab.com,(914)819-8000,bu box 8524,Binghamton,NY,13902
4117,2/1/09 14:42,Amy,Wolf,lxnon2@jumpstartlab.com,(718)305-4000,45 warren st. apt# 2a,Staten island,NY,10304
